2019-04-23 20:32:17,714 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker 330 - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$2704fd11] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-23 20:32:18,102 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 90 - Tomcat initialized with port(s): 8881 (http)
2019-04-23 20:32:18,121 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8881"]
2019-04-23 20:32:18,130 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2019-04-23 20:32:18,131 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-04-23 20:32:18,309 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2019-04-23 20:32:18,309 [main] INFO  o.s.web.context.ContextLoader 296 - Root WebApplicationContext: initialization completed in 1857 ms
2019-04-23 20:32:18,378 [main] INFO  c.u.j.r.DefaultLazyPropertyResolver 34 - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2019-04-23 20:32:18,378 [main] INFO  c.u.j.d.DefaultLazyPropertyDetector 31 - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2019-04-23 20:32:18,389 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 33 - String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
2019-04-23 20:32:18,395 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.algorithm, using default value: PBEWithMD5AndDES
2019-04-23 20:32:18,395 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.keyObtentionIterations, using default value: 1000
2019-04-23 20:32:18,396 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.poolSize, using default value: 1
2019-04-23 20:32:18,396 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.providerName, using default value: null
2019-04-23 20:32:18,396 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.providerClassName, using default value: null
2019-04-23 20:32:18,397 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.saltGeneratorClassname, using default value: org.jasypt.salt.RandomSaltGenerator
2019-04-23 20:32:18,398 [main] INFO  c.u.j.encryptor.DefaultLazyEncryptor 59 - Encryptor config not found for property jasypt.encryptor.stringOutputType, using default value: base64
2019-04-23 20:32:19,228 [main] WARN  c.n.c.sources.URLConfigurationSource 121 - No URLs will be polled as dynamic configuration sources.
2019-04-23 20:32:19,228 [main] INFO  c.n.c.sources.URLConfigurationSource 122 - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-23 20:32:19,235 [main] WARN  c.n.c.sources.URLConfigurationSource 121 - No URLs will be polled as dynamic configuration sources.
2019-04-23 20:32:19,235 [main] INFO  c.n.c.sources.URLConfigurationSource 122 - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-23 20:32:19,483 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor 171 - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-23 20:32:19,617 [main] INFO  t.m.m.a.MapperCacheDisabler 60 - Clear tk.mybatis.mapper.util.MsUtil CLASS_CACHE cache.
2019-04-23 20:32:19,618 [main] INFO  t.m.m.a.MapperCacheDisabler 60 - Clear tk.mybatis.mapper.genid.GenIdUtil CACHE cache.
2019-04-23 20:32:19,619 [main] INFO  t.m.m.a.MapperCacheDisabler 60 - Clear tk.mybatis.mapper.version.VersionUtil CACHE cache.
2019-04-23 20:32:19,619 [main] INFO  t.m.m.a.MapperCacheDisabler 83 - Clear EntityHelper entityTableMap cache.
2019-04-23 20:32:20,492 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory 72 - Setting initial instance status as: STARTING
2019-04-23 20:32:20,539 [main] INFO  c.netflix.discovery.DiscoveryClient 349 - Initializing Eureka in region us-east-1
2019-04-23 20:32:20,636 [main] INFO  c.n.d.p.DiscoveryJerseyProvider 70 - Using JSON encoding codec LegacyJacksonJson
2019-04-23 20:32:20,636 [main] INFO  c.n.d.p.DiscoveryJerseyProvider 71 - Using JSON decoding codec LegacyJacksonJson
2019-04-23 20:32:20,782 [main] INFO  c.n.d.p.DiscoveryJerseyProvider 80 - Using XML encoding codec XStreamXml
2019-04-23 20:32:20,782 [main] INFO  c.n.d.p.DiscoveryJerseyProvider 81 - Using XML decoding codec XStreamXml
2019-04-23 20:32:21,043 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver 43 - Resolving eureka endpoints via configuration
2019-04-23 20:32:21,110 [main] INFO  c.netflix.discovery.DiscoveryClient 958 - Disable delta property : false
2019-04-23 20:32:21,110 [main] INFO  c.netflix.discovery.DiscoveryClient 959 - Single vip registry refresh property : null
2019-04-23 20:32:21,110 [main] INFO  c.netflix.discovery.DiscoveryClient 960 - Force full registry fetch : false
2019-04-23 20:32:21,110 [main] INFO  c.netflix.discovery.DiscoveryClient 961 - Application is null : false
2019-04-23 20:32:21,110 [main] INFO  c.netflix.discovery.DiscoveryClient 962 - Registered Applications size is zero : true
2019-04-23 20:32:21,111 [main] INFO  c.netflix.discovery.DiscoveryClient 964 - Application version is -1: true
2019-04-23 20:32:21,111 [main] INFO  c.netflix.discovery.DiscoveryClient 1047 - Getting all instance registry info from the eureka server
2019-04-23 20:32:21,303 [main] INFO  c.netflix.discovery.DiscoveryClient 1056 - The response status is 200
2019-04-23 20:32:21,306 [main] INFO  c.netflix.discovery.DiscoveryClient 1270 - Starting heartbeat executor: renew interval is: 30
2019-04-23 20:32:21,308 [main] INFO  c.n.discovery.InstanceInfoReplicator 60 - InstanceInfoReplicator onDemand update allowed rate per min is 4
2019-04-23 20:32:21,312 [main] INFO  c.netflix.discovery.DiscoveryClient 449 - Discovery Client initialized at timestamp 1556022741311 with initial instances count: 1
